"AAT","20010516","0.52","0.53","0.51","0.52","817114"
"AAU","20010516","0.91","0.92","0.91","0.92","15000"
"ABC","20010516","0.54","0.59","0.54","0.58","1233590"
"ABCG","20010516","2.101","2.101","2.101","2.101","1214"
"ABG","20010516","1.78","1.80","1.78","1.80","32600"
"ABK","20010516","0.205","0.205","0.20","0.20","20000"
"ABS","20010516","2.47","2.47","2.46","2.46","2500"
"ACC","20010516","0.054","0.064","0.054","0.062","122030"
"ACE","20010516","0.275","0.275","0.27","0.27","18500"
"ACEO","20010516","0.04","0.04","0.04","0.04","5340"
"ACU","20010516","0.21","0.215","0.21","0.215","22500"
"ACY","20010516","0.87","0.87","0.84","0.87","74205"
"ADA","20010516","1.483","1.50","1.48","1.50","102645"
"ADB","20010516","5.35","5.38","5.31","5.35","65404"
"ADBHA","20010516","105.00","105.50","105.00","105.50","2611"
"ADBHB","20010516","83.95","83.95","83.50","83.50","450"
"ADH","20010516","0.095","0.095","0.09","0.09","59550"
"ADM","20010516","0.052","0.055","0.052","0.055","67021"
"ADMO","20010516","0.011","0.011","0.011","0.011","10506"
"ADN","20010516","0.077","0.079","0.077","0.079","85000"
"ADP","20010516","2.42","2.42","2.39","2.40","232040"
"ADR","20010516","0.033","0.033","0.029","0.029","523083"
"ADX","20010516","0.16","0.16","0.16","0.16","5000"
"ADZ","20010516","2.19","2.21","2.17","2.17","1417696"
"AEC","20010516","0.77","0.77","0.76","0.77","32975"
"AEN","20010516","0.29","0.29","0.29","0.29","4000"
"AEO","20010516","1.92","1.92","1.91","1.91","225176"
"AES","20010516","0.385","0.41","0.385","0.39","77720"
"AET","20010516","2.30","2.30","2.30","2.30","17000"
"AEX","20010516","0.185","0.185","0.18","0.185","846363"
"AEXO","20010516","0.07","0.071","0.07","0.07","1100300"
"AFF","20010516","0.28","0.28","0.28","0.28","4663"
"AFI","20010516","2.72","2.75","2.71","2.75","374248"
"AFIG","20010516","3.21","3.21","3.21","3.21","18100"
