"AAC","20050303","1.96","1.96","1.91","1.95","212118"
"AAE","20050303","0.19","0.19","0.19","0.19","13590"
"AAM","20050303","0.305","0.305","0.295","0.295","125529"
"AAQ","20050303","0.55","0.69","0.55","0.67","404427"
"AAR","20050303","0.04","0.04","0.037","0.037","6293953"
"AAT","20050303","0.175","0.175","0.175","0.175","10000"
"AAU","20050303","1.14","1.16","1.14","1.16","1109170"
"ABB","20050303","6.60","6.78","6.54","6.78","40378"
"ABC","20050303","1.61","1.63","1.58","1.59","630703"
"ABI","20050303","0.12","0.135","0.115","0.125","10841392"
"ABK","20050303","0.155","0.155","0.155","0.155","5000"
"ABP","20050303","1.37","1.37","1.35","1.36","84622"
"ABQ","20050303","0.385","0.40","0.385","0.40","6250"
"ABS","20050303","5.47","5.54","5.46","5.50","288104"
"ACL","20050303","0.72","0.72","0.70","0.70","37210"
"ACR","20050303","0.70","0.73","0.69","0.73","89000"
"ACU","20050303","0.195","0.195","0.165","0.185","923906"
"ADA","20050303","0.37","0.375","0.37","0.375","34000"
"ADB","20050303","11.00","11.10","10.96","11.01","299331"
"ADBHB","20050303","98.00","98.40","98.00","98.40","525"
"ADBPA","20050303","107.50","107.50","107.35","107.35","434"
"ADBPB","20050303","106.75","106.80","106.60","106.60","711"
"ADG","20050303","3.61","3.70","3.61","3.67","25847"
"ADI","20050303","0.28","0.28","0.28","0.28","10000"
"ADK","20050303","0.051","0.051","0.051","0.051","100000"
"ADL","20050303","0.18","0.185","0.18","0.18","73100"
"ADN","20050303","0.24","0.245","0.24","0.245","177635"
"ADU","20050303","0.80","0.80","0.72","0.72","38534"
"ADX","20050303","0.165","0.185","0.165","0.185","284800"
"ADY","20050303","0.14","0.16","0.135","0.16","29293390"
"ADZ","20050303","1.78","1.82","1.72","1.75","813255"
"AEC","20050303","1.66","1.66","1.60","1.61","29020"
"AEF","20050303","19.10","19.10","19.10","19.10","650"
"AEI","20050303","0.70","0.70","0.67","0.67","17000"
"AEIO","20050303","0.47","0.47","0.47","0.47","25000"
"AEN","20050303","1.05","1.05","1.03","1.04","72750"
